价格,面积,编号,户型,楼层,朝向,位置1,位置2,小区,地铁
960,10,30158-A,3室1卫,30/34层,南,汉阳区,陶家岭,万科汉阳国际,地铁：距3号线陶家岭站400米
870,9,31361-C,4室1卫,27/46层,西,汉阳区,十里铺,纽宾凯都会中心汀澜公馆,地铁：距4号线十里铺站1000米
1000,12,24537-B,5室1卫,12/16层,北,武昌区,徐东,时尚欧洲,地铁：距8号线徐东站350米
1010,11,61912-B,4室1卫,5/8层,北,洪山区,光谷广场,鲁巷科技苑,"地铁：距2号线,11号线光谷广场站550米"
1030,12,115190-C,3室1卫,31/32层,南,汉阳区,王家湾(武汉),阳光城十里新城,"地铁：距3号线,4号线王家湾站550米"
1110,16,77142-C,4室1卫,5/7层,南,洪山区,光谷广场,紫菘花园,"地铁：距2号线,11号线光谷广场站650米"
1140,10,139367-A,4室1卫,18/30层,西北,武昌区,新生路,融侨华府,地铁：距5号线新生路站300米
920,12,18240-B,3室1卫,7/11层,西南,洪山区,团结大道,丽华苑,地铁：距4号线铁机路站1400米
1180,17,67688-B,4室1卫,5/7层,南,洪山区,光谷广场,紫菘花园,"地铁：距2号线,11号线光谷广场站650米"
940,11,75102-C,4室1卫,20/55层,北,江汉区,长港路,福星华府东区,"地铁：距2号线,12号线长港路站900米"
1160,9,15281-B,4室1卫,17/29层,南,武昌区,新生路,融侨华府,地铁：距5号线新生路站300米
1110,14,148407-A,4室1卫,4/7层,北,洪山区,光谷广场,紫菘花园,"地铁：距2号线,11号线光谷广场站650米"
1290,18,148407-B,4室1卫,4/7层,北,洪山区,光谷广场,紫菘花园,"地铁：距2号线,11号线光谷广场站650米"
1050,11,71531-A,4室2卫,2/7层,西南,江汉区,三眼桥,香江新村,地铁：距6号线三眼桥站200米
860,14,155668-C,4室1卫,5/11层,东南,洪山区,罗家港,东湖庭园,地铁：距4号线罗家港站700米
1170,12,141448-C,4室1卫,3/6层,南,洪山区,光谷软件园,江南家园,地铁：距11号线关山大道站2250米
1040,12,129840-A,3室1卫,6/9层,东,武昌区,岳家嘴,东湖花园一期,地铁：距4号线岳家嘴站500米
1040,10,14277-B,5室1卫,16/33层,西北,江夏区,佛祖岭,平安光谷春天,地铁：距2号线佛祖岭站400米
880,8,71547-C,4室1卫,29/47层,西,江汉区,汉口火车站,万科汉口传奇悦庭,地铁：距2号线汉口火车站站700米
1040,9,149640-C,4室1卫,3/33层,西北,江夏区,佛祖岭,旭辉御府,地铁：距2号线佛祖岭站1800米
970,12,130467-C,4室1卫,4/6层,南,武昌区,瑞安街,南湖花园城-祥和苑,地铁：距7号线瑞安街站500米
1170,12,77571-B,5室1卫,3/12层,北,洪山区,关山大道,保利花园,地铁：距11号线关山大道站300米
910,10,79280-B,4室1卫,5/16层,北,汉阳区,玉龙路,王家湾中央生活区,地铁：距4号线玉龙路站400米
1040,12,18851-B,4室1卫,18/29层,东南,武昌区,丁字桥路,弘业俊园,地铁：距11号线丁字桥路站200米
950,9,72364-A,3室1卫,12/44层,南,汉阳区,龙阳村,汉阳人信汇四期天誉,地铁：距3号线龙阳村站450米
990,10,17247-C,4室1卫,3/7层,北,武昌区,东亭,东亭花园,地铁：距4号线东亭站450米
1240,14,24818-C,3室1卫,17/24层,西,江汉区,三眼桥,香港丽都,地铁：近6号线三眼桥
890,13,28049-D,4室1卫,5/11层,南,汉阳区,琴台大道,国信新城二期,地铁：距12号线琴台大道站850米
1000,8,29800-D,4室1卫,7/23层,北,江汉区,范湖,武汉天街,地铁：距2号线汉口火车站站500米
950,6,39181-E,5室1卫,3/19层,北,武昌区,小洪山,清江花园,地铁：距8号线小洪山站350米
1010,8,137155-C,4室1卫,4/11层,南,江夏区,佛祖岭,当代国际城,地铁：距2号线佛祖岭站300米
940,14,28288-B,3室1卫,15/19层,南,汉阳区,琴台大道,国信新城二期,地铁：距12号线琴台大道站850米
1020,12,30884-B,4室1卫,17/29层,西南,洪山区,仁和路,金地自在城,地铁：距4号线仁和路站300米
960,10,31623-A,4室1卫,19/32层,南,洪山区,仁和路,金地自在城,地铁：距4号线仁和路站300米
1180,16,31880-B,3室1卫,3/6层,南,武昌区,丁字桥路,湖北药检,地铁：距11号线丁字桥路站450米
950,11,32238-D,4室1卫,14/28层,南,洪山区,仁和路,金地自在城,地铁：距4号线仁和路站300米
960,11,36364-D,4室1卫,4/7层,北,武昌区,丁字桥路,武铁向阳小区,地铁：距11号线丁字桥路站450米
1150,14,36871-B,3室1卫,2/8层,西南,洪山区,光谷广场,碧水花园,"地铁：距2号线,11号线光谷广场站300米"
1340,19,37789-C,4室1卫,3/7层,南,洪山区,光谷广场,紫菘花园,"地铁：距2号线,11号线光谷广场站650米"
950,12,39054-A,4室1卫,13/47层,南,硚口区,古田三路,千禧城,地铁：距1号线古田三路站500米
1200,25,38694-C,4室1卫,3/6层,南,武昌区,东亭,东亭花园,地铁：距4号线东亭站450米
1050,10,41719-B,4室1卫,3/21层,北,洪山区,光谷广场,洪福家园,"地铁：距2号线,11号线光谷广场站900米"
1230,21,34319-B,4室1卫,5/7层,南,洪山区,光谷广场,紫菘花园,"地铁：距2号线,11号线光谷广场站650米"
1080,17,41869-B,4室1卫,3/12层,北,江汉区,汉口火车站,天梨豪园,地铁：距2号线汉口火车站站600米
1060,11,48301-B,3室1卫,2/6层,南,武昌区,十五中,洪山坊社区,地铁：距12号线十五中站250米
1090,10,51236-A,3室1卫,15/18层,南,江夏区,佛祖岭,万科魅力之城南区,地铁：距2号线佛祖岭站800米
950,10,54893-A,4室1卫,2/12层,南,汉阳区,龙阳村,汉阳人信汇,地铁：距3号线龙阳村站150米
1000,10,62145-D,4室1卫,12/33层,东北,洪山区,光谷软件园,锦绣龙城A区,地铁：距2号线金融港北站3100米
1000,9,65396-B,5室1卫,22/27层,北,武昌区,丁字桥路,百瑞景中央生活区一期,地铁：距11号线丁字桥路站500米
1000,9,67985-B,3室1卫,7/11层,南,武昌区,丁字桥路,沈家湾花园小区,地铁：距11号线丁字桥路站100米
1190,16,68039-C,3室1卫,3/6层,南,洪山区,光谷广场,华乐苑,"地铁：距2号线,11号线光谷广场站650米"
930,10,67127-A,4室1卫,3/34层,南,洪山区,仁和路,金地自在城,地铁：距4号线仁和路站300米
830,7,69227-A,4室1卫,3/46层,东,硚口区,双墩,时代新世界,"地铁：距3号线,12号线双墩站100米"
950,9,73403-A,3室1卫,25/44层,南,汉阳区,龙阳村,汉阳人信汇四期天誉,地铁：距3号线龙阳村站450米
1130,13,79422-A,4室1卫,2/32层,南,洪山区,光谷广场,金地中心城,地铁：距2号线杨家湾站1250米
1270,9,79376-C,3室1卫,2/18层,南,江夏区,秀湖,佛奥俊贤雅居,地铁：距2号线秀湖站1150米
910,9,133888-B,4室1卫,20/43层,东,汉阳区,王家湾(武汉),纽宾凯繁华里,"地铁：距3号线,4号线王家湾站300米"
1240,16,150640-D,4室1卫,4/11层,西,武昌区,东亭,世纪彩城,地铁：距4号线东亭站200米
1070,9,15337-C,5室1卫,22/30层,南,武昌区,新生路,融侨华府,地铁：距5号线新生路站300米
1090,10,16372-A,3室1卫,4/32层,南,洪山区,光谷广场,金地中心城,地铁：距2号线杨家湾站1250米
1090,11,16452-C,4室1卫,1/6层,南,洪山区,关山大道,保利花园,地铁：距11号线关山大道站300米
1080,14,17735-B,3室1卫,5/8层,东北,武昌区,宝通寺,丁字桥小区,地铁：距2号线宝通寺站650米
990,12,18982-A,3室1卫,9/28层,东,洪山区,团结大道,爱家国际华城,地铁：距12号线团结大道站300米
1150,19,24576-C,4室1卫,13/24层,南,洪山区,光谷软件园,锦绣龙城A区,地铁：距2号线金融港北站3100米
1070,14,36904-B,4室1卫,4/9层,南,武昌区,岳家嘴,东湖花园一期,地铁：距4号线岳家嘴站500米
1180,14,47711-A,3室1卫,11/32层,东,武昌区,新河街,联投中心,地铁：距7号线新河街站1000米
1230,11,51015-B,3室1卫,6/30层,南,洪山区,光谷软件园,中建康城,地铁：距2号线金融港北站1600米
1060,13,66633-C,4室1卫,4/7层,南,武昌区,小龟山,洪山花园,"地铁：距2号线,12号线小龟山站600米"
940,10,75264-C,4室1卫,2/48层,北,汉阳区,龙阳村,汉阳人信汇四期天誉,地铁：距3号线龙阳村站450米
1170,11,78366-A,3室1卫,32/33层,南,洪山区,光谷广场,金地雄楚一号,地铁：距2号线杨家湾站1200米
1070,8,128540-A,4室1卫,31/42层,东,洪山区,关山大道,保利时代,地铁：距11号线关山大道站750米
970,8,129582-B,4室1卫,23/27层,南,江夏区,佛祖岭,旭辉御府,地铁：距2号线佛祖岭站1800米
1080,13,144590-D,4室1卫,5/7层,西,洪山区,光谷广场,紫菘花园,"地铁：距2号线,11号线光谷广场站650米"
970,11,23262-B,3室1卫,16/31层,东南,武昌区,徐东,武铁佳苑,地铁：距8号线徐东站750米
1100,10,48935-C,3室1卫,10/32层,南,江夏区,佛祖岭,平安光谷春天,地铁：距2号线佛祖岭站400米
1240,13,52670-D,4室1卫,4/12层,西南,武昌区,积玉桥,蓝湾俊园,地铁：距2号线积玉桥站350米
870,8,71394-A,4室1卫,11/29层,西,武昌区,丁字桥路,雄楚春天,地铁：距11号线丁字桥路站550米
960,9,73678-C,3室1卫,13/45层,南,汉阳区,龙阳村,汉阳人信汇四期天誉,地铁：距3号线龙阳村站450米
1080,11,129409-B,4室1卫,5/34层,南,江夏区,佛祖岭,旭辉御府,地铁：距2号线佛祖岭站1800米
1050,10,132265-A,4室1卫,2/30层,南,江夏区,湖口,国创光谷上城,地铁：距11号线湖口站200米
1070,9,146920-A,3室1卫,7/26层,东北,洪山区,杨家湾,金地天悦睿府,地铁：距2号线杨家湾站1250米
1190,10,34844-C,3室1卫,17/18层,西,洪山区,关山大道,保利花园,地铁：距11号线关山大道站300米
990,9,143272-B,5室1卫,10/34层,西北,江夏区,佛祖岭,旭辉御府,地铁：距2号线佛祖岭站1800米
1010,11,30173-C,3室1卫,4/6层,西,武昌区,东亭,东亭花园,地铁：距4号线东亭站450米
1160,8,48727-A,3室1卫,9/33层,西,洪山区,光谷软件园,金地格林东郡,地铁：距11号线关山大道站1450米
1050,11,69779-C,4室1卫,2/11层,南,江岸区,赵家条,统建大江园北苑,地铁：距3号线赵家条站150米
1280,20,151255-A,3室1卫,5/7层,北,洪山区,光谷软件园,东林外庐,地铁：距11号线关山大道站2900米
970,11,68509-C,3室1卫,29/33层,南,汉阳区,七里庙,红光鹏程苑,地铁：距4号线七里庙站150米
1090,10,68947-C,4室1卫,20/33层,北,洪山区,光谷广场,金地中心城,地铁：距2号线杨家湾站1250米
910,7,131243-A,4室1卫,25/32层,北,江夏区,佛祖岭,旭辉御府,地铁：距2号线佛祖岭站1800米
990,9,149977-A,3室1卫,14/21层,东,武昌区,丁字桥路,金诺雅苑,地铁：距11号线丁字桥路站250米
1140,12,151875-C,4室1卫,3/30层,南,江夏区,佛祖岭,当代国际城,地铁：距2号线佛祖岭站300米
1020,9,14640-A,3室1卫,2/32层,东,武昌区,秦园路,水岸星城,地铁：距12号线秦园路站400米
940,9,69620-A,4室1卫,7/48层,西北,江汉区,汉口火车站,远洋心汉口御峰,地铁：距2号线汉口火车站站1000米
950,10,73423-C,4室1卫,21/48层,北,汉阳区,龙阳村,汉阳人信汇四期天誉,地铁：距3号线龙阳村站450米
960,8,120961-A,4室1卫,26/33层,北,江夏区,佛祖岭,旭辉御府,地铁：距2号线佛祖岭站1800米
960,12,136041-D,4室1卫,4/7层,北,洪山区,虎泉,桂子花园一期,"地铁：距2号线,11号线虎泉站900米"
820,9,49683-C,4室1卫,33/46层,西,汉阳区,十里铺,纽宾凯都会中心汀澜公馆,地铁：距4号线十里铺站1000米
1100,9,26455-C,4室1卫,31/34层,西,洪山区,光谷软件园,金地格林东郡,地铁：距11号线关山大道站1450米
1000,13,71828-C,3室1卫,4/7层,南,洪山区,建安街,华锦花园三期,地铁：距7号线建安街站350米
990,12,74633-D,4室1卫,5/8层,南,武昌区,丁字桥路,银海花园南区,地铁：距11号线丁字桥路站400米
910,7,141657-D,4室1卫,21/33层,北,江夏区,佛祖岭,旭辉御府,地铁：距2号线佛祖岭站1800米
970,11,41312-B,4室1卫,3/34层,南,洪山区,仁和路,金地自在城,地铁：距4号线仁和路站300米
950,9,69344-C,3室1卫,8/22层,南,汉阳区,龙阳村,汉阳人信汇四期天誉,地铁：距3号线龙阳村站450米
980,8,136605-C,4室1卫,6/34层,南,江夏区,佛祖岭,旭辉御府,地铁：距2号线佛祖岭站1800米
1090,21,137197-C,3室1卫,9/18层,西北,汉阳区,十里铺,十里和府,地铁：距4号线十里铺站350米
1230,10,35455-B,4室1卫,6/17层,北,江夏区,金融港北,万科城市花园,地铁：距2号线金融港北站1300米
1180,20,61934-C,3室1卫,3/6层,南,洪山区,光谷软件园,锦绣龙城A区,地铁：距2号线金融港北站3100米
970,8,116239-A,4室1卫,29/34层,北,江夏区,佛祖岭,旭辉御府,地铁：距2号线佛祖岭站1800米
1150,14,129093-C,3室1卫,5/7层,西,洪山区,光谷广场,紫菘花园,"地铁：距2号线,11号线光谷广场站650米"
960,12,132205-D,5室1卫,7/32层,南,洪山区,仁和路,金地自在城,地铁：距4号线仁和路站300米
930,9,16648-A,3室1卫,10/31层,南,武昌区,汪家墩,宝业徐东雅苑,地铁：距12号线团结大道站750米
1000,12,38942-A,4室1卫,25/47层,南,硚口区,古田三路,千禧城,地铁：距1号线古田三路站500米
980,8,134947-A,4室1卫,23/27层,北,江夏区,佛祖岭,旭辉御府,地铁：距2号线佛祖岭站1800米
1000,8,14518-D,4室1卫,28/32层,北,江夏区,佛祖岭,金地艺境,地铁：距2号线佛祖岭站800米
1150,9,133420-A,3室1卫,24/40层,南,洪山区,关山大道,保利时代,地铁：距11号线关山大道站750米
1240,14,133862-C,4室1卫,5/11层,北,武昌区,新河街,阳光水岸,地铁：距7号线新河街站100米
1060,12,143382-B,4室1卫,3/11层,北,洪山区,光谷软件园,东林外庐,地铁：距11号线关山大道站2900米
1140,19,155959-A,3室1卫,3/7层,南,洪山区,光谷广场,华乐山庄,"地铁：距2号线,11号线光谷广场站650米"
1110,8,20824-B,5室1卫,13/40层,南,武昌区,新河街,恒大首府,地铁：距7号线新河街站950米
1040,11,22552-C,4室1卫,26/34层,南,武昌区,丁字桥路,百瑞景中央生活区六期,地铁：距11号线丁字桥路站500米
1060,11,28354-C,4室1卫,5/7层,西南,洪山区,光谷广场,紫菘花园,"地铁：距2号线,11号线光谷广场站650米"
1180,13,37427-A,2室1卫,7/11层,南,江岸区,二七小路,天伦华庭,地铁：距3号线二七小路站400米
1020,12,57645-C,4室1卫,10/11层,西南,洪山区,团结大道,美林青城,地铁：距12号线团结大道站800米
1190,9,131031-A,3室1卫,14/40层,南,洪山区,关山大道,保利时代,地铁：距11号线关山大道站750米
1160,10,139678-A,4室1卫,4/33层,北,洪山区,关山大道,保利时代,地铁：距11号线关山大道站750米
1090,14,141218-D,4室1卫,10/11层,北,洪山区,光谷软件园,山水华庭,地铁：距11号线关山大道站2450米
1190,11,32416-B,3室1卫,5/31层,南,武昌区,东亭,金沙泊岸,地铁：距4号线东亭站700米
1050,10,33776-B,3室1卫,10/48层,南,江汉区,汉口火车站,远洋心汉口御峰,地铁：距2号线汉口火车站站1000米
1040,9,39166-B,4室1卫,30/34层,南,江夏区,佛祖岭,旭辉御府,地铁：距2号线佛祖岭站1800米
1060,15,52782-A,3室1卫,14/32层,东北,洪山区,团结大道,爱家国际华城,地铁：距12号线团结大道站300米
1010,10,74093-C,3室1卫,10/20层,南,江汉区,长港路,福星城北区,"地铁：距2号线,12号线长港路站750米"
1170,12,76868-D,5室1卫,25/32层,北,洪山区,光谷软件园,清江山水,地铁：距2号线金融港北站2300米
1180,22,134457-A,4室1卫,9/16层,东北,洪山区,铁机路,东湖花园二期,地铁：距4号线铁机路站500米
1030,13,138167-A,4室1卫,3/6层,北,洪山区,虎泉,武汉大学珞桂小区,"地铁：距2号线,11号线虎泉站900米"
1030,9,24127-A,3室1卫,7/33层,南,江夏区,佛祖岭,平安光谷春天,地铁：距2号线佛祖岭站400米
1240,15,43964-A,4室1卫,5/8层,东南,洪山区,关山大道,关山春晓,地铁：距11号线关山大道站1000米
1130,10,61318-C,3室1卫,3/18层,北,洪山区,关山大道,保利花园,地铁：距11号线关山大道站300米
1150,16,71185-C,4室1卫,4/6层,南,江夏区,藏龙东街,凤凰花园二期,地铁：距2号线藏龙东街站600米
1040,8,130564-A,4室1卫,12/55层,北,洪山区,华中科技大学,琨瑜府,地铁：距2号线华中科技大学站450米
1050,10,16978-C,3室1卫,3/11层,西,武昌区,徐家棚,佳馨花园一期,"地铁：距5号线,7号线,8号线徐家棚站500米"
1160,10,17525-B,3室1卫,1/17层,北,江夏区,金融港北,万科城市花园,地铁：距2号线金融港北站1300米
1120,16,17995-E,5室2卫,2/12层,南,洪山区,虎泉,绿汀雅境,地铁：距2号线杨家湾站1050米
1120,19,47395-B,4室1卫,4/7层,南,武昌区,东亭,世纪彩城内省构宿舍,地铁：距4号线东亭站450米
1050,14,116979-A,4室1卫,3/8层,西,洪山区,光谷广场,华乐山庄,"地铁：距2号线,11号线光谷广场站650米"
1180,13,129210-D,4室1卫,22/31层,东北,江岸区,三阳路,三阳广场,"地铁：近1号线,7号线三阳路"
1270,17,130412-D,4室1卫,6/29层,东南,武昌区,梅苑小区,银河苑公寓,地铁：距4号线梅苑小区站550米
1200,10,137865-A,4室1卫,17/45层,西北,武昌区,新生路,恒大首府东区,地铁：距5号线新生路站800米
1060,10,22678-A,3室1卫,9/16层,南,江汉区,唐家墩,国粹香舍,地铁：距6号线唐家墩站150米
1310,12,24004-A,3室1卫,7/28层,东北,武昌区,中南路,奥山创意街区,"地铁：距2号线,4号线中南路站450米"
970,12,36810-C,3室1卫,7/45层,南,硚口区,古田三路,千禧城,地铁：距1号线古田三路站500米
1020,12,38521-A,3室1卫,7/42层,西北,洪山区,洪山区政府,中建南湖壹号,地铁：距8号线洪山区政府站550米
1010,10,39764-A,4室1卫,9/11层,北,洪山区,平安路,水域天际,地铁：距12号线平安路站600米
1120,12,75913-A,4室1卫,7/32层,南,洪山区,光谷广场,金地中心城,地铁：距2号线杨家湾站1250米
980,13,78655-B,4室1卫,6/34层,南,洪山区,仁和路,金地自在城,地铁：距4号线仁和路站300米
1130,12,116832-C,4室1卫,23/30层,南,江夏区,佛祖岭,当代国际城,地铁：距2号线佛祖岭站300米
1030,12,145187-D,4室1卫,12/33层,北,洪山区,光谷软件园,锦绣龙城A区,地铁：距2号线金融港北站3100米
1010,12,150397-B,4室1卫,2/11层,南,东西湖区,金银潭,常青花园五小区,地铁：距2号线金银潭站300米
1050,11,19969-B,4室1卫,3/28层,北,江汉区,三眼桥,众联新奥国际,地铁：距6号线三眼桥站400米
1080,12,40661-B,2室1卫,10/25层,西北,洪山区,文昌路,大华南湖公园世家3期,地铁：距8号线文昌路站550米
1080,8,41063-C,4室1卫,21/22层,北,武昌区,青鱼嘴,东湖一号,地铁：距4号线青鱼嘴站900米
1160,13,46304-B,4室1卫,4/7层,南,洪山区,珞雄路,紫菘教师公寓,地铁：距2号线珞雄路站650米
1160,16,50483-B,4室1卫,4/17层,北,洪山区,马房山,狮城名居,"地铁：距8号线,11号线马房山站550米"
1080,15,56590-A,3室1卫,3/8层,北,武昌区,汪家墩,鹏程花园,"地铁：距8号线,12号线汪家墩站400米"
940,10,70064-B,5室1卫,32/48层,南,汉阳区,龙阳村,汉阳人信汇四期天誉,地铁：距3号线龙阳村站450米
1130,10,72852-A,5室1卫,14/33层,西南,洪山区,光谷广场,光谷中心花园,"地铁：距2号线,11号线光谷广场站250米"
1010,10,140531-A,3室1卫,5/6层,北,洪山区,光谷广场,华乐苑,"地铁：距2号线,11号线光谷广场站650米"
1450,17,13477-C,4室1卫,3/4层,南,武昌区,中南医院,中高家湾31号,地铁：距8号线中南医院站100米
1040,12,150151-C,5室1卫,22/32层,北,洪山区,杨家湾,金地天悦睿府,地铁：距2号线杨家湾站1250米
1180,9,26170-B,4室1卫,14/34层,北,洪山区,光谷软件园,金地格林东郡,地铁：距11号线关山大道站1450米
1100,12,31199-A,4室1卫,3/33层,东北,江夏区,光谷火车站,统建天成美景,"地铁：距11号线,2号线光谷火车站站400米"
1000,13,67029-D,5室1卫,12/16层,北,武昌区,徐东,时尚欧洲,地铁：距8号线徐东站350米
980,11,79035-A,3室1卫,4/12层,南,汉阳区,十里铺,阳城景园,地铁：距4号线十里铺站150米
1110,17,119501-C,3室1卫,5/6层,西北,洪山区,光谷广场,华乐苑,"地铁：距2号线,11号线光谷广场站650米"
930,11,128526-B,4室1卫,25/33层,南,汉阳区,马鹦路,广电兰亭都荟,地铁：距6号线马鹦路站1100米
1070,8,139208-D,4室1卫,3/33层,东南,洪山区,杨家湾,保利华都,地铁：距2号线杨家湾站400米
1130,13,147353-C,4室1卫,7/11层,南,洪山区,光谷软件园,江南家园,地铁：距11号线关山大道站2250米
1010,17,20321-C,4室1卫,3/10层,东北,武昌区,汪家墩,新世纪花园A区,地铁：距12号线团结大道站800米
1080,9,25771-D,5室1卫,4/33层,南,洪山区,光谷广场,光谷中心花园,"地铁：距2号线,11号线光谷广场站250米"
960,10,31024-C,3室1卫,21/34层,南,汉阳区,陶家岭,万科汉阳国际,地铁：距3号线陶家岭站400米
1100,12,34867-A,4室1卫,14/33层,东北,江夏区,光谷火车站,统建天成美景,"地铁：距11号线,2号线光谷火车站站400米"
1020,9,37820-E,5室1卫,18/33层,北,江夏区,光谷火车站,统建天成美景,"地铁：距11号线,2号线光谷火车站站400米"
1010,12,42401-A,4室1卫,19/47层,南,硚口区,宗关,中建御景星城,"地铁：距1号线,3号线宗关站750米"
1020,13,43067-B,4室1卫,8/11层,北,洪山区,平安路,水域天际,地铁：距12号线平安路站600米
970,8,61320-C,3室1卫,40/43层,南,武昌区,徐东,芭莎公馆,地铁：距8号线徐东站450米
1190,13,67577-B,4室1卫,3/13层,东南,武昌区,新河街,阳光水岸,地铁：距7号线新河街站100米
1000,10,73364-B,3室1卫,2/6层,南,洪山区,光谷广场,华乐苑,"地铁：距2号线,11号线光谷广场站650米"
1080,17,143319-A,4室1卫,3/11层,东,洪山区,光谷软件园,锦绣龙城A区,地铁：距2号线金融港北站3100米
1170,12,146514-A,3室1卫,17/33层,西,洪山区,杨家湾,金地天悦睿府,地铁：距2号线杨家湾站1250米
1060,11,27952-B,4室1卫,4/7层,北,洪山区,光谷广场,紫菘花园,"地铁：距2号线,11号线光谷广场站650米"
1140,14,34245-A,4室1卫,19/32层,南,洪山区,光谷广场,金地中心城,地铁：距2号线杨家湾站1250米
1160,14,58315-D,4室1卫,9/16层,南,洪山区,马房山,狮城名居,"地铁：距8号线,11号线马房山站550米"
1060,13,69288-A,4室1卫,22/32层,东,洪山区,铁机路,东湖景园C区,地铁：距4号线铁机路站350米
780,9,63163-D,4室1卫,5/34层,西,汉阳区,港口村,纽宾凯汉city国际社区,地铁：距12号线港口村站300米
1070,13,117447-A,3室1卫,3/6层,南,洪山区,光谷广场,华乐苑,"地铁：距2号线,11号线光谷广场站650米"
1100,8,129143-A,4室1卫,10/33层,东,洪山区,关山大道,保利时代,地铁：距11号线关山大道站750米
1050,12,131432-A,4室1卫,9/30层,南,洪山区,铁机路,岳家嘴小区三期,地铁：距4号线铁机路站350米
1110,22,142830-D,4室1卫,3/7层,西,洪山区,光谷广场,绿之苑,"地铁：距2号线,11号线光谷广场站850米"
1220,22,146405-A,4室1卫,5/7层,北,洪山区,光谷广场,华乐苑,"地铁：距2号线,11号线光谷广场站650米"
1010,10,24976-D,4室1卫,3/42层,西,武昌区,丁字桥路,百瑞景中央生活区六期,地铁：距11号线丁字桥路站500米
1160,14,24958-C,3室1卫,2/32层,南,洪山区,光谷广场,金地天悦,地铁：距2号线杨家湾站1450米
930,10,29137-A,4室1卫,7/28层,西北,洪山区,仁和路,金地自在城,地铁：距4号线仁和路站300米
1100,10,32729-A,4室1卫,4/8层,南,武昌区,梅苑小区,梅苑小区,地铁：距4号线梅苑小区站150米
1090,9,34850-A,4室1卫,2/17层,东南,洪山区,光谷广场,光谷中心花园,"地铁：距2号线,11号线光谷广场站250米"
1150,14,37789-B,4室1卫,3/7层,南,洪山区,光谷广场,紫菘花园,"地铁：距2号线,11号线光谷广场站650米"
1210,16,46304-D,4室1卫,4/7层,西,洪山区,珞雄路,紫菘教师公寓,地铁：距2号线珞雄路站650米
1010,14,67495-B,3室1卫,5/29层,南,武昌区,徐东,武铁佳苑,地铁：距8号线徐东站750米
1150,10,69721-A,3室1卫,15/34层,南,江夏区,佛祖岭,金地艺境,地铁：距2号线佛祖岭站800米
1120,12,118441-B,3室1卫,5/11层,南,洪山区,光谷大道,金梭花园,地铁：距2号线光谷大道站650米
1080,12,130765-B,3室1卫,7/8层,北,洪山区,马房山,锦惠园,"地铁：距8号线,11号线马房山站750米"
1240,14,132634-B,2室1卫,12/30层,南,洪山区,虎泉,翡翠城,"地铁：距2号线,11号线虎泉站600米"
1010,9,143552-C,4室1卫,3/27层,北,江夏区,佛祖岭,旭辉御府,地铁：距2号线佛祖岭站1800米
1190,11,16821-A,3室1卫,28/33层,西,武昌区,丁字桥路,长投珑庭,地铁：距11号线丁字桥路站350米
1170,14,28044-A,3室1卫,2/18层,南,武昌区,小龟山,洪山花园,"地铁：距2号线,12号线小龟山站600米"
940,8,29461-B,3室1卫,15/32层,东南,江夏区,湖口,万科嘉园光谷的光,地铁：距11号线湖口站1100米
950,10,44771-A,3室1卫,31/33层,南,汉阳区,玉龙路,王家湾中央生活区,地铁：距4号线玉龙路站400米
1010,8,50972-D,4室1卫,29/45层,北,武昌区,小龟山,群建星城,"地铁：距2号线,12号线小龟山站250米"
1090,8,50587-C,3室1卫,21/29层,东,江汉区,王家墩东,青年广场,"地铁：距2号线,7号线王家墩东站250米"
1010,10,58120-C,3室1卫,4/33层,东北,洪山区,光谷软件园,锦绣龙城A区,地铁：距2号线金融港北站3100米
900,10,58729-D,4室1卫,4/6层,东北,硚口区,古田四路,紫薇花园,地铁：距1号线古田四路站100米
860,9,61021-C,3室1卫,41/46层,南,汉阳区,十里铺,纽宾凯都会中心汀澜公馆,地铁：距4号线十里铺站1000米
940,14,60753-A,4室1卫,4/12层,北,洪山区,团结大道,新绿美地,地铁：距12号线团结大道站500米
1220,10,63134-B,4室1卫,29/33层,东,武昌区,梅苑小区,地铁紫阳城,地铁：距4号线梅苑小区站250米
1070,10,65654-C,4室1卫,10/42层,西北,武昌区,丁字桥路,百瑞景中央生活区六期,地铁：距11号线丁字桥路站500米
1180,15,69835-B,3室1卫,3/7层,南,洪山区,关山大道,金地阳光城小区,地铁：距11号线关山大道站1450米
1040,9,75053-A,5室1卫,15/32层,南,洪山区,光谷广场,光谷中心花园,"地铁：距2号线,11号线光谷广场站250米"
930,10,76165-A,4室1卫,7/29层,南,洪山区,仁和路,金地自在城,地铁：距4号线仁和路站300米
990,10,129751-C,3室1卫,5/18层,南,汉阳区,建港,桥机嘉园,地铁：距6号线建港站250米
1040,10,149103-C,4室1卫,28/33层,南,江夏区,佛祖岭,旭辉御府,地铁：距2号线佛祖岭站1800米
1120,10,18777-A,3室1卫,2/30层,南,江夏区,佛祖岭,金地艺境,地铁：距2号线佛祖岭站800米
1040,11,22759-D,4室1卫,7/20层,南,武昌区,十五中,中南一路66号,地铁：距12号线十五中站400米
1240,14,25698-B,4室1卫,9/18层,南,洪山区,光谷软件园,清江山水,地铁：距2号线金融港北站2300米
1200,9,32332-A,3室1卫,7/11层,北,江夏区,秀湖,现代森林小镇,地铁：距2号线秀湖站800米
990,10,43094-A,4室1卫,10/11层,北,洪山区,光谷软件园,锦绣龙城A区,地铁：距2号线金融港北站3100米
